Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;JSV kood VSR-i jaoks
29020002;;Kompleksne odontoom;Complex odontoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703660008;;Komposiithemangioendotelioom;Composite hemangioendothelioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
76312009;;Kondroblastne osteosarkoom;Chondroblastic osteosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
9001003;;Kondroblastoom;Chondroblastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
74279005;;Kondroblastoom, pahaloomuline;Chondroblastoma, malignant (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
63198006;;Kondromalaatsia;Chondromalacia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
83944004;;Kondromatoos;Chondromatosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
39553005;;Kondromüksoidne fibroom;Chondromyxoid fibroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
31186001;;Kondroom;Chondroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
14990007;;Kondrosarkoom;Chondrosarcoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1163016002 Chondrosarcoma (morphologic abnormality);
703699000;;Kondrosarkoom, G2;Chondrosarcoma, grade 2 (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703700004;;Kondrosarkoom, G3;Chondrosarcoma, grade 3 (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
19672005;;Kondüloom;Condyloma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
77593006;;Kongenitaalne bronhiektaasia;Congenital bronchiectasis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128740007;;Kongenitaalne peribronhiaalne müofibroblastne kasvaja;Myofibroblastic tumor, peribronchial (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128733006;;Proliferatiivne sõlm kongenitaalses neevuses;Proliferative dermal lesion in congenital nevus (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Kongenitaalse neevuse dermaalne proliferatiivne lesioon -> Proliferatiivne sõlm kongenitaalses neevuses;
19058002;;Kongestiivne splenomegaalia;Congestive splenomegaly (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
195738009;;Konstriktiivne bronhioliit;Obliterating fibrous bronchiolitis (disorder) ;;0;19.12.2016;20.03.2018;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks SNOMED-i 31.01.2018 rahvusvahelises versioonis. Asenduseks on diagnoos 40100001 Konstriktiivne bronhioliit;
40100001;;Konstriktiivne bronhioliit;Obliterative bronchiolitis (disorder);;0;20.03.2018;;;Eesti Patoloogide Selts;1;;
57048009;;Kontraktuur;Contracture (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
44769000;;Koorionkartsinoom;Choriocarcinoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;30.11.2021;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1156971005 Choriocarcinoma (morphologic abnormality);
87153008;;Kopsu alveolaarne mikrolitiaas;Pulmonary alveolar microlithiasis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
10501004;;Kopsu alveolaarne proteinoos;Pulmonary alveolar proteinosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
196135008;;Kopsu amüloidoos;Pulmonary amyloidosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11399002;;Kopsu arteriaalne hüpertensioon;Pulmonary hypertensive arterial disease (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
278976004;;Kopsu bulla;Bulla of lung (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
707551007;;Kopsu interstitsiaalne glükogenoos;Pulmonary interstitial glycogenosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
18620009;;Kopsu kaasasündinud sekvestratsioon;Congenital sequestration of lung (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
47147007;;Kopsu kaasasündinud väärarend;Congenital anomaly of lung (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
233949008;;Kopsu kapillaarne hemangiomatoos;Pulmonary capillary hemangiomatosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
417152008;;Kopsu Langerhansi-rakuline histiotsütoos;Langerhans cell histiocytosis of lung (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89420002;;Kopsu veno-oklusiivne haigus;Pulmonary veno-occlusive disease (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
5499009;;Kopsu venoosne hüpertensioon;Pulmonary hypertensive venous disease (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36110001;;Kopsuarterite kaasasündinud väärarend;Congenital anomaly of pulmonary artery (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
43149009;;Kopsublastoom;Pulmonary blastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
111322000;;Kopsuveenide kaasasündinud väärarend;Congenital anomaly of pulmonary veins (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
699948001;;Korangioom;Chorangioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
50007008;;Kordoom;Chordoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128904001;;Koroidpleksuse atüüpiline papilloom;Atypical choroid plexus papilloma (morphologic abnormality);;0;19.12.2016;;30.11.2021;Eesti Patoloogide Selts;1;Muudetud nimetust: Korioidpleksuse atüüpiline papilloom -> Koroidpleksuse atüüpiline papilloom;
88252006;;Koroidpleksuse kartsinoom;Choroid plexus carcinoma (morphologic abnormality);;0;19.12.2016;;30.11.2021;Eesti Patoloogide Selts;1;Muudetud nimetust: Korioidpleksuse kartsinoom - > Koroidpleksuse kartsinoom;
18021007;;Korioidpleksuse papilloom;Choroid plexus papilloma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;30.11.2021;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1156641000 Benign choroid plexus papilloma (morphologic abnormality);
417338002;;Koristoom;Choristoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
253082002;;Koroidne meningioom;Choroid meningioma (morphologic abnormality);;0;19.12.2016;31.05.2021;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 399709001 Meningioma, chordoid (morphologic abnormality);
103427014;;Korrapärane epiteeli proliferatsioon;Regular epithelial proliferation;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;;
53565009;;Kortsunud tuum;Wrinkled nucleus (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
54002007;;Kotjas aneurüsm;Saccular aneurysm (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
40009002;;Kraniofarüngioom;Craniopharyngioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30156004;;Kribriformne kartsinoom;Cribriform carcinoma (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Kribriformne adenokartsinoom -> Kribriformne kartsinoom;
37039006;;Kromofoobne adenoom;Chromophobe adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
1443001;;Kromofoobne kartsinoom;Chromophobe carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128667008;;Kromofoobne neerurakuline kartsinoom;Renal cell carcinoma, chromophobe cell (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
79203009;;Krooniline abstsess;Chronic abscess (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
1116000;;Krooniline agressiivne B-hepatiit;Chronic aggressive type B viral hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89789003;;Krooniline agressiivne viirushepatiit;Chronic aggressive viral hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
50167007;;Krooniline aktiivne B-hepatiit;Chronic active type B viral hepatitis (disorder);;0;19.12.2016;;30.11.2021;Eesti Patoloogide Selts;1;Eemaldatud üleliigne tühik eestikeelses nimetuses;
702716009;;Krooniline aktiivne endometriit;Acute on chronic endometritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
396337009;;Krooniline aktiivne gastriit;Acute and chronic gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
197284004;;Krooniline aktiivne hepatiit;Chronic active hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
396335001;;Krooniline aktiivne koletsüstiit;Acute and chronic cholecystitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
396336000;;Krooniline aktiivne koliit;Acute and chronic colitis (disorder);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
702715008;;Krooniline aktiivne prostatiit;Acute on chronic prostatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75889009;;Krooniline aktiivne põletik;Acute and chronic inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
70120007;;Krooniline aktiivne salpingiit;Subacute salpingitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
702714007;;Krooniline aktiivne sialoadeniit;Acute on chronic sialoadenitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
702717000;;Krooniline aktiivne tservitsiit;Acute on chronic cervicitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
66870002;;Krooniline aktiivne viirushepatiit;Chronic active viral hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
307757001;;Krooniline alkohoolne hepatiit;Chronic alcoholic hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
713181003;;Krooniline alkohoolne maksahaigus;Chronic alcoholic liver disease (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235952002;;Krooniline alkohoolne pankreatiit;Alcohol-induced chronic pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
140221013;;Krooniline atroofiline gastriit;Chronic atrophic gastritis;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 8493009 Chronic gastritis (disorder);
109299008;;Krooniline bursiit;Chronic bursitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128302006;;Krooniline C-hepatiit;Chronic hepatitis C (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
708198006;;Krooniline C-hepatiit, maksa fibroosi staadium 1;Chronic active hepatitis C (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703866000;;Krooniline C-hepatiit, maksa fibroosi staadium 2;Chronic hepatitis C with stage 2 fibrosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
347891000119103;;Krooniline C-hepatiit, maksa fibroosi staadium 3;Chronic hepatitis C with stage 3 fibrosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
831000119103;;Krooniline C-hepatiit, maksa fibroosi staadium 4;Cirrhosis of liver due to chronic hepatitis C (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
4760008;;Krooniline dakrüadeniit;Chronic dacryoadenitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
34936007;;Krooniline dermatiit;Chronic dermatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125334003;;Krooniline deskvamatiivne põletik;Chronic desquamative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
110435003;;Krooniline destruktiivne põletik;Chronic destructive inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
235693007;;Krooniline duodeniit;Chronic duodenitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
55715000;;Krooniline eksudatiivne põletik;Chronic exudative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
63922003;;Krooniline endometriit;Chronic endometritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
413836008;;Krooniline eosinofiilne leukeemia, täpsustamata;Chronic eosinophilic leukemia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
16759001;;Krooniline eosinofiilne põletik;Chronic eosinophilic inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
1454006;;Krooniline fibrinoosne põletik;Chronic fibrinous inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
74973004;;Krooniline fibroseeruv pankreatiit;Chronic fibrosing pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235660003;;Krooniline follikulaarne gastriit;Chronic follicular gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
8493009;;Krooniline gastriit;Chronic gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
72621003;;Krooniline gingiviit;Chronic gingivitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235662006;;Krooniline granulomatoosne gastriit;Chronic granulomatous gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
405719001;;Krooniline haavand;Chronic ulcer (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
62814004;;Krooniline haavanduv põletik;Chronic ulcerative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
49100009;;Krooniline hemorraagiline põletik;Chronic hemorrhagic inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
76783007;;Krooniline hepatiit;Chronic hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
195813006;;Krooniline hüperplastiline larüngiit;Chronic hyperplastic laryngitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
123733009;;Krooniline kiiritushaavand;Chronic radiation ulcer (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
71912000;;Krooniline kolangiit;Chronic cholangitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
20824003;;Krooniline koletsüstiit;Chronic cholecystitis (disorder);;0;19.12.2016;;20.03.2018;Eesti Patoloogide Selts;1;Korrigeeritud eestikeelset nimetust;
29951006;;Krooniline larüngiit;Chronic laryngitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
20369000;;Krooniline limane põletik;Chronic mucous inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
57339008;;Krooniline lobulaarne hepatiit;Chronic lobular hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
301009006;;Krooniline lubjastuv pankreatiit;Calcific chronic pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32035007;;Krooniline lümfadeniit;Chronic lymphadenitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
9843006;;Krooniline lümfotsütaarne kolangiit-kolangiohepatiit;Chronic lymphocytic cholangitis-cholangiohepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
54727009;;Krooniline lümfotsütaarne põletik;Chronic lymphocytic inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
481187014;;Krooniline lümfotsütaarne türeoidiit;Chronic lymphocytic thyroiditis;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 21983002 Hashimoto thyroiditis (disorder);
51092000;;Krooniline lümfotsüütleukeemia/väikerakklümfoom;B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (morphologic abnormality);;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
21648003;;Krooniline mastiit;Chronic mastitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11224003;;Krooniline membranoosne põletik;Chronic membranous inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
79720007;;Krooniline mittealkohoolne maksahaigus;Chronic nonalcoholic liver disease (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36390009;;Krooniline mädane põletik;Chronic suppurative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
128825002;;Krooniline müeloidne leukeemia, BCR-ABL1 positiivne;Chronic myelogenous leukemia, BCR/ABL positive (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128831004;;Krooniline müelomonotsüütleukeemia;Chronic myelomonocytic leukemia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
37585003;;Krooniline nekrotiseeruv põletik;Chronic necrotizing inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
128834007;;Krooniline neutrofiilne leukeemia;Chronic neutrophilic leukemia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
207367014;;Krooniline NK-rakuline lümfoproliferatiivne haigus;NK-cell large granular lymphocytic leukemia;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 722955006 Chronic lymphoproliferative disorder of natural killer cells (disorder);
185086009;;Krooniline obstruktiivne bronhiit;Chronic obstructive bronchitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32582007;;Krooniline ooforiit;Chronic oophoritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
40970001;;Krooniline osteomüeliit;Chronic osteomyelitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235494005;;Krooniline pankreatiit;Chronic pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128287004;;Krooniline peptiline haavand;Chronic peptic ulcer (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
87510000;;Krooniline peritoniit;Chronic peritonitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
38662009;;Krooniline persisteeriv B-hepatiit;Chronic persistent type B viral hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
41889008;;Krooniline persisteeriv hepatiit;Chronic persistent hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
196735001;;Krooniline pindmine gastriit;Chronic superficial gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
45365002;;Krooniline proliferatiivne peritoniit;Chronic proliferative peritonitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
123749006;;Krooniline proliferatiivne põletik;Chronic proliferative inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
28729000;;Krooniline proliferatiivne sünoviit;Proliferative synovitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
19905009;;Krooniline prostatiit;Chronic prostatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
84499006;;Krooniline põletik;Chronic inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
63302006;;Krooniline püelonefriit;Chronic pyelonephritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235955000;;Krooniline ravimitekkeline pankreatiit;Drug-induced chronic pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
427909005;;Krooniline rekurrentne sinusiit;Chronic recurrent sinusitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
1229598015;;Krooniline rinosinusiit;Chronic rhinosinusitis;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;;
55551005;;Krooniline salpingiit;Chronic salpingitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
39391009;;Krooniline seroosne põletik;Chronic serous inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
