Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
kood;FCC40;Alaneva aordi suturatsioon lapiga;Repair of descending aorta using patch;;3;01.01.2003;;;1;;;;;;
kood;FCC45;Perkutaanne stendi paigaldamine alanevasse aorti;Percutaneous insertion of stent into descending aorta;;3;01.01.2003;;;1;;;;;;
kood;FCC50;Alaneva aordi resektsioon ja rekonstruktsioon sünteetilise transplantaadiga;Resection and reconstruction of descending aorta using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FCC60;Alaneva aordi resektsioon ja tema harude reimplantatsiooni;Resection of descending aorta and reimplantation of branches;;3;01.01.2003;;;1;;;;;;
kood;FCC70;Bypass alanevale aordile sünteetilise transplantaadiga;Bypass to descending aorta using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FCC76;Bypass torakoabdominaalsele aordile sünteetilise transplantaadiga;Bypass to thoracoabdominal aorta using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FCC80;Võõrkeha eemaldamine alanevast aordist;Removal of foreign body from descending aorta;;3;01.01.2010;;;1;;;;;;
kood;FCC82;Võõrkeha perkutaanne eemaldamine alanevast aordist;Percutaneous removal of foreign body from descending aorta;;3;01.01.2010;;;1;;;;;;
kood;FCC96;Alaneva aordi muu korrektsioon;Other repair of descending aorta;;3;01.01.2003;;;1;;;;;;
3. tasand;FCD;Torakoabdominaalse aordi korrektsioon;;;2;01.01.2003;;;1;;;;;;
kood;FCD00;Torakoabdominaalse aordi suturatsioon;Suture of thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
kood;FCD10;Torakoabdominaalse aordi tugevdamine suturatsiooni abil;Reinforcement of thoracoabdominal aorta using suture;;3;01.01.2003;;;1;;;;;;
kood;FCD30;Torakoabdominaalse aordi korrektsioon kasutades lappi;Repair of thoracoabdominal aorta using patch;;3;01.01.2003;;;1;;;;;;
kood;FCD35;Perkutaanne stendi paigaldamine torakoabdominaalsesse aorti;Percutaneous insertion of stent into thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
kood;FCD40;Torakoabdominaalse aordi osaline resektsioon ja suturatsioon;Partial resection and suture of thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
kood;FCD50;Torakoabdominaalse aordi resektsioon ja rekonstruktsioon sünteetilise transplantaadiga;Resection and reconstruction of thoracoabdominal aorta using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FCD60;Torakoabdominaalse aordi resektsioon ja tema harude reimplantatsiooni;Resection of thoracoabdominal aorta and reimplantation of branches;;3;01.01.2003;;;1;;;;;;
kood;FCD70;Torakoabdominaalse aordi bypass sünteetilise transplantaadiga;Bypass of thoracoabdominal aorta using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FCD80;Võõrkeha eemaldamine torakoabdominaalsest aordist;Removal of foreign body from thoracoabdominal aorta;;3;01.01.2010;;;1;;;;;;
kood;FCD82;Võõrkeha perkutaanne eemaldamine torakoabdominaalsest aordist;Percutaneous removal of foreign body from thoracoabdominal aorta;;3;01.01.2010;;;1;;;;;;
kood;FCD96;Torakoabdominaalse aordi muu korrektsioon;Other repair of thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
3. tasand;FCE;Aordi omandatud fistuli sulgemine;;;2;01.01.2003;;;1;;;;;;
kood;FCE00;Siinus Valsalva ruptureerunud aneurüsmi sulgemine;Closure of ruptured aneurysm of sinus of Valsalva;;3;01.01.2003;;;1;;;;;;
kood;FCE10;Omandatud aorto-venoosse fistuli sulgemine;Closure of acquired aorto-venous fistula;;3;01.01.2003;;;1;;;;;;
kood;FCE12;Omandatud aortovenoosse fistuli perkutaanne transluminaalne sulgemine;Percutaneous transluminal closure of acquired aorto-venous fistula;;3;01.01.2022;;;1;;;;;;
kood;FCE20;Omandatud aorto-pulmonaalse fistuli sulgemine;Closure of acquired aorto-pulmonary fistula;;3;01.01.2003;;;1;;;;;;
kood;FCE30;Omandatud aorto-bronhiaalse fistuli sulgemine;Closure of acquired aorto-bronchial fistula;;3;01.01.2003;;;1;;;;;;
kood;FCE40;Omandatud aorto-enteraalse fistuli sulgemine;Closure of acquired aorto-enteric fistula;;3;01.01.2003;;;1;;;;;;
kood;FCE62;Torakaalaordi perkutaanne trombektoomia või embolektoomia;Perctaneous trombectomy or embolectomy of thoracic aorta;;3;01.01.2022;;;1;;;;;;
kood;FCE96;Aordi muu omandatud fistuli sulgemine;Closure of other acquired fistula from aorta;;3;01.01.2003;;;1;;;;;;
3. tasand;FCW;Muud operatsioonid torakaal- või torakoabdominaalaordil;;;2;01.01.2003;;;1;;;;;;
kood;FCW02;Aortopulmonaalse kollateraali perkutaanne transluminaalne sulgemine;Percutaneous transluminal closure of aorto-pulmonary collateral;;3;01.01.2022;;;1;;;;;;
kood;FCW20;Aordi perkutaanne transluminaalne dilatatsioon;Percutaneous transluminal dilatation of aorta;;3;01.01.2022;;;1;;;;;;
kood;FCW96;Muud operatsioonid torakaal-või torakoabdominaalaordil;Other operation on thoracic or thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
2. tasand;FD;Torakaalaordiga seotud malformatsioonid;;;1;01.01.2003;;;1;;;;;;
3. tasand;FDA;Operatsioonid hüpoplastilise vasaku südamepoole sündroomi korral;;;2;01.01.2003;;;1;;;;;;
kood;FDA00;Aortoplastika ja aorto-pulmonaalne šunt HLHS-i korral;Aortoplasty and aorto-pulmonary shunt for HLHS;;3;01.01.2003;;;1;;;;;;
kood;FDA10;Aortoplastika ja ventriko-pulmonaalne šunt HLHS-i korral;Aortoplasty and ventriculo-pulmonary shunt for HLHS;;3;01.01.2010;;04.12.2019;1;Muudeti eestikeelset nimetust kuna dubleeris koodi FDA00 nimetust;;;;;
kood;FDA96;Muu operatsioon HLHS-i korral;Other operation for HLHS;;3;01.01.2003;;;1;;;;;;
3. tasand;FDB;Operatsioonid suurte arterite transpositsiooni korral;;;2;01.01.2003;;;1;;;;;;
kood;FDB03;Arteriaalne ümberlülitus TGA korral;Arterial switch for TGA;;3;01.01.2010;;;1;;;;;;
kood;FDB20;Arteriaalne ümberlülitav operatsioon muu kaasasündinud südamerikke korral;Arterial switch operation for other congenital heart defect;;3;01.01.2003;;;1;;;;;;
kood;FDB96;Muu operatsioon suurte arterite transpositsiooni korral;Other operation for transposition of the great arteries;;3;01.01.2003;;;1;;;;;;
3. tasand;FDC;Ühise arteriaalse tüve (truncus arteriosus) korrektsioon;;;2;01.01.2003;;;1;;;;;;
kood;FDC00;Ühise arteriaalse tüve korrektsioon parema vatsakese ja kopsuarteri vahelise ühendusega proteesi abil;Repair of persistent truncus arteriosus with simple prosthetic connection to pulmonary artery from right;;3;01.01.2003;;;1;;;;;;
kood;FDC10;Ühise arteriaalse tüve korrektsioon klappi sisaldava proteesiga;Repair of persistent truncus arteriosus using valved prosthesis;;3;01.01.2003;;;1;;;;;;
kood;FDC20;Ühise arteriaalse tüve korrektsioon parema vatsakese ja kopsuarteri anastomoosiga;Repair of persistent truncus arteriosus with anastomosis to pulmonary artery from right ventricle;;3;01.01.2003;;;1;;;;;;
kood;FDC96;Ühise arteriaalse tüve muu korrektsioon;Other repair of persistent truncus arteriosus;;3;01.01.2003;;;1;;;;;;
3. tasand;FDD;Kaasasündinud aordi fistuli sulgemine;;;2;01.01.2003;;;1;;;;;;
kood;FDD00;Aorto-ventrikulaarse ühenduse sulgemine;Closure of aorto-ventricular tunnel;;3;01.01.2003;;;1;;;;;;
kood;FDD10;Aorto-pulmonaalse fistuli ( “akna”) ligeerimine;Ligature of aorto-pulmonary window;;3;01.01.2003;;;1;;;;;;
kood;FDD13;Aorto-pulmonaalse fistuli ( “akna”) sulgemine õmblusega;Closure of aorto-pulmonary window with suture;;3;01.01.2003;;;1;;;;;;
kood;FDD20;Aorto-pulmonaalse fistuli ( “akna”) sulgemine lapiga;Closure of aorto-pulmonary window using patch;;3;01.01.2003;;;1;;;;;;
kood;FDD96;Muu kaasasündinud aordi fistuli sulgemine;Closure of other congenital fistula from aorta;;3;01.01.2003;;;1;;;;;;
3. tasand;FDE;Avatud arteriaalse juha (ductus arteriosus) sulgemine;;;2;01.01.2003;;;1;;;;;;
kood;FDE00;Avatud arteriaalse juha sulgemine;Closure of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
kood;FDE10;Avatud arteriaalse juha ligeerimine;Ligature of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
kood;FDE20;Avatud arteriaalse juha läbimine;Division of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
kood;FDE31;Avatud arteriaalse juha torakoskoopiline sulgemine;Thoracoscopic closure of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
kood;FDE32;Avatud arteriaalse juha perkutaanne transluminaalne okluseerimine;Percutaneous transluminal occlusion of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
kood;FDE96;Avatud arteriaalse juha muu sulgemine;Other closure of patent ductus arteriosus;;3;01.01.2003;;;1;;;;;;
3. tasand;FDF;Aorto-pulmonaalsete kollateraalide sulgemine;;;2;01.01.2003;;;1;;;;;;
kood;FDF00;Aorto-pulmonaalsete kollateraalide sulgemine;Closure of aorto-pulmonary collaterals;;3;01.01.2003;;;1;;;;;;
kood;FDF05;Aorto-pulmonaalsete kollateraalide perkutaanne transluminaalne okluseerimine;Percutaneous transluminal occlusion of aorto-pulmonary collaterals;;3;01.01.2003;;;1;;;;;;
3. tasand;FDG;Operatsioonid supravalvulaarse aordi stenoosi korral;;;2;01.01.2003;;;1;;;;;;
kood;FDG00;Üleneva aordi rekonstruktsioon supravalvulaarse aordi stenoosi korral;Reconstruction of ascending aorta for supravalvular aortic stenosis;;3;01.01.2003;;;1;;;;;;
kood;FDG10;Üleneva aordi rekonstruktsioon supravalvulaarse aordi stenoosi korral kasutades lappi;Reconstruction of ascending aorta for supravalvular aortic stenosis using patch;;3;01.01.2003;;;1;;;;;;
kood;FDG96;Muu operatsioon supravalvulaarse aordi stenoosi korral;Other operation for supravalvular aortic stenosis;;3;01.01.2003;;;1;;;;;;
3. tasand;FDH;Operatsioonid katkestunud või hüpoplastilise aordikaare korral;;;2;01.01.2003;;;1;;;;;;
kood;FDH00;Katkestunud või hüpoplastilise aordikaare ots-otsaga rekonstruktsioon;End to end reconstruction of interrupted or hypoplastic aortic arch;;3;01.01.2003;;;1;;;;;;
kood;FDH10;Katkestunud või hüpoplastilise aordikaare rekonstruktsioon lapiga;Reconstruction of interrupted or hypoplastic aortic arch using patch;;3;01.01.2003;;;1;;;;;;
kood;FDH30;Katkestunud või hüpoplastilise aordikaare rekonstruktsioon sünteetilise transplantaadiga;Reconstruction of interrupted or hypoplastic aortic arch using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FDH40;Katkestunud või hüpoplastilise aordikaare rekonstruktsioon bypass’iga;Reconstruction of interrupted or hypoplastic aortic arch with bypass;;3;01.01.2003;;;1;;;;;;
kood;FDH96;Muu operatsioon katkestunud või hüpoplastilise aordikaare korral;Other operation for interrupted or hypoplastic aortic arch;;3;01.01.2003;;;1;;;;;;
3. tasand;FDJ;Operatsioonid aordi koarktatsiooni korral;;;2;01.01.2003;;;1;;;;;;
kood;FDJ00;Ots-otsaga aordi anastomoos koarktatsiooni korral;End to end reconstruction of aorta for coarctation;;3;01.01.2003;;;1;;;;;;
kood;FDJ10;Aortoplastika rangluualuse või unearteri abil koarktatsiooni korral;Aortoplasty using subclavian or carotid artery for coarctation;;3;01.01.2003;;;1;;;;;;
kood;FDJ20;Aortoplastika koarktatsiooni korral kasutades lappi;Aortoplasty for coarctation using patch;;3;01.01.2003;;;1;;;;;;
kood;FDJ30;Aordi rekonstruktsioon koarktatsiooni korral sünteetilise transplantaadiga;Reconstruction of aorta for coarctation using tube graft;;3;01.01.2003;;;1;;;;;;
kood;FDJ42;Torakaalaordi perkutaanne transluminaalne angioplastika koarktatsiooni korral;Percutaneous transluminal angioplasty of thoracic aorta in coarctation;;3;01.01.2003;;;1;;;;;;
kood;FDJ43;Torakaalaordi koarktatsiooni perkutaanne transluminaalne stentimine ;Percutaneous transluminal angioplasty of thoracic aorta with stent in coarctation;;3;01.01.2022;;;1;;;;;;
kood;FDJ96;Muu operatsioon aordi koarktatsiooni korral;Other operation for coarctation of aorta;;3;01.01.2003;;;1;;;;;;
3. tasand;FDM;Operatsioonid aordikaare vaskulaarse ringi anomaaliate korral;;;2;01.01.2003;;;1;;;;;;
kood;FDM00;Kaksik-aordikaare läbimine;Division of double aortic arch;;3;01.01.2003;;;1;;;;;;
kood;FDM10;Muu aordikaare vaskulaarse ringi anomaalia läbimine;Division of other vascular ring anomaly of aortic arch;;3;01.01.2003;;;1;;;;;;
kood;FDM11;Muu aordikaare vaskulaarse ringi anomaalia torakoskoopiline läbimine;Thoracoscopic division of other vascular ring anomaly of aortic arch;;3;01.01.2003;;;1;;;;;;
kood;FDM20;Arteriaalse kaare transpositsioon;Transposition of arterial sling;;3;01.01.2003;;;1;;;;;;
kood;FDM96;Muu operatsioon aordikaare vaskulaarse ringi anomaaliate korral;Other operation for vascular ring anomalies of aortic arch;;3;01.01.2003;;;1;;;;;;
3. tasand;FDN;Avatud arteriaalse juha funktsioneerimist tagavad operatsioonid;;;2;01.01.2003;;;1;;;;;;
kood;FDN02;Perkutaanne transluminaalne stendi paigaldamine avatud arteriaalsesse juhasse;Percutaneous transluminal insertion of stent into ductus arteriosus;;3;01.01.2003;;;1;;;;;;
3. tasand;FDW;Muud operatsioonid torakaal- ja torakoabdominaalaordi malformatsioonide korral;;;2;01.01.2003;;;1;;;;;;
kood;FDW96;Muu operatsioon torakaal- ja torakoabdominaalaordi malformatsiooni korral;Other operation for malformation of thoracic or thoracoabdominal aorta;;3;01.01.2003;;;1;;;;;;
2. tasand;FE;Perikard;;;1;01.01.2003;;;1;;;;;;
kood;FE2AT;Perikardi kateteriseerimine;Pericardial catheterisation;;3;01.01.2022;31.12.2022;;1;Uus kood FEB15;;;;;
3. tasand;FEA;Perikardi väline suletud dreenimine;;;2;01.01.2003;;;1;;;;;;
kood;FEA00;Perikardi väline suletud dreenimine;Closed external drainage of pericardium;;3;01.01.2003;;;1;;;;;;
3. tasand;FEB;Perikardiotoomia;;;2;01.01.2003;;;1;;;;;;
kood;FEB00;Perikardi eksploratsioon;Exploration of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEB10;Perikardi dekompressioon ja dreenimine;Decompression and drainage of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEB15;Perikardi kateteriseerimine;Pericardial catheterisation;;3;01.01.2023;;;1;;;;;;
kood;FEB51;Torakoskoopiline perikardiotoomia;Thoracoscopic pericardiotomy;;3;01.01.2003;;;1;;;;;;
kood;FEB96;Muud perikardiotoomia protseduurid;Other pericardiotomy procedures;;3;01.01.2003;;;1;;;;;;
3. tasand;FEC;Sisemine perikardiostoomia;;;2;01.01.2003;;;1;;;;;;
kood;FEC00;Perikardiopleurostoomia;Pericardiopleurostomy;;3;01.01.2003;;;1;;;;;;
kood;FEC01;Torakoskoopiline perikardiopleurostoomia;Thoracoscopic pericardiopleurostomy;;3;01.01.2003;;;1;;;;;;
kood;FEC10;Perikardioperitoneostoomia;Pericardioperitoneostomy;;3;01.01.2003;;;1;;;;;;
kood;FEC96;Muu sisemine perikardiostoomia;Other internal pericardiostomy;;3;01.01.2003;;;1;;;;;;
3. tasand;FED;Perikardi korrektsioon ;;;2;01.01.2003;;;1;;;;;;
kood;FED00;Perikardi suturatsioon;Suture of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FED03;Perikardi rekonstruktsioon lapi abil;Reconstruction of pericardium using patch;;3;01.01.2003;;;1;;;;;;
kood;FED10;Perikardi ja diafragma suturatsioon;Suture of pericardium and diaphragm;;3;01.01.2003;;;1;;;;;;
kood;FED96;Muu perikardi korrektsioon;Other repair of pericardium;;3;01.01.2003;;;1;;;;;;
3. tasand;FEE;Perikardi lesiooni biopsia või ekstsisioon;;;2;01.01.2003;;;1;;;;;;
kood;FEE00;Perikardi biopsia;Biopsy of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEE01;Torakoskoopiline perikardi biopsia;Thoracoscopic biopsy of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEE10;Perikardi lesiooni ekstsisioon;Excision of lesion of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEE96;Perikardi lesiooni muu biopsia või ekstsisioon;Other biopsy or excision of lesion of pericardium;;3;01.01.2003;;;1;;;;;;
3. tasand;FEF;Perikardi resektsioon või ekstirpatsioon;;;2;01.01.2003;;;1;;;;;;
kood;FEF00;Perikardi resektsioon;Resection of pericardium;;3;01.01.2003;;;1;;;;;;
kood;FEF10;Subtotaalne perikardiektoomia;Subtotal pericardiectomy;;3;01.01.2003;;;1;;;;;;
kood;FEF20;Perikardiektoomia koos dekortikatsiooniga;Pericardiectomy with decortication;;3;01.01.2003;;;1;;;;;;
kood;FEF31;Torakoskoopiline perikardiektoomia;Thoracoscopic pericardiectomy;;3;01.01.2003;;;1;;;;;;
kood;FEF96;Perikardi muu resektsioon või ekstirpatsioon;Other resection or extirpation of pericardium;;3;01.01.2003;;;1;;;;;;
3. tasand;FEW;Muud operatsioonid perikardil;;;2;01.01.2003;;;1;;;;;;
kood;FEW96;Muu operatsioon perikardil;Other operation on pericardium;;3;01.01.2003;;;1;;;;;;
2. tasand;FF;Koda, kodade vahesein ja kopsuveenid;;;1;01.01.2003;;;1;;;;;;
3. tasand;FFA;Koja lesiooni biopsia või ekstsisioon;;;2;01.01.2003;;;1;;;;;;
kood;FFA00;Koja biopsia;Biopsy of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA02;Perkutaanne transluminaalne koja biopsia;Percutaneous transluminal biopsy of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA10;Koja lesiooni ekstsisioon;Excision of lesion of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA20;Trombektoomia kojast;Thrombectomy of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA30;Võõrkeha eemaldamine kojast;Removal of foreign body from atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA32;Perkutaanne transluminaalne võõrkeha eemaldamine kojast;Percutaneous transluminal removal of foreign body from atrium;;3;01.01.2003;;;1;;;;;;
kood;FFA96;Koja lesiooni muu biopsia või ekstsisioon;Other biopsy or excision of lesion in atrium;;3;01.01.2003;;;1;;;;;;
3. tasand;FFB;Operatsioonid kojal vigastuse korral;;;2;01.01.2003;;;1;;;;;;
kood;FFB00;Koja suturatsioon;Suture of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFB10;Koja korrektsioon;Repair of atrium;;3;01.01.2003;;;1;;;;;;
kood;FFB96;Muu operatsioon kojal vigastuse korral;Other operation on atrium for injury;;3;01.01.2003;;;1;;;;;;
3. tasand;FFC;Isoleeritud kodade vaheseina defekti sulgemine;;;2;01.01.2003;;;1;;;;;;
kood;FFC00;Ostium secundum tüüpi ASD suturatsioon;Suture of ostium secundum type ASD;;3;01.01.2003;;;1;;;;;;
kood;FFC10;Sinus venosus tüüpi ASD suturatsioon;Suture of sinus venosus type ASD;;3;01.01.2003;;;1;;;;;;
kood;FFC22;Ostium secundum tüüpi ASD perkutaanne transluminaalne sulgemine;Percutaneous transluminal closure of ostium secundum type ASD;;3;01.01.2003;;;1;;;;;;
kood;FFC32;Sinus venosus tüüpi ASD perkutaanne transluminaalne sulgemine;Percutaneous transluminal closure of sinus venosus type ASD;;3;01.01.2003;;;1;;;;;;
kood;FFC50;Ostium secundum tüüpi ASD sulgemine lapiga;Closure of ostium secundum type ASD using patch;;3;01.01.2003;;;1;;;;;;
kood;FFC60;Sinus venosus tüüpi ASD sulgemine lapiga;Closure of sinus venosus type ASD using patch;;3;01.01.2003;;;1;;;;;;
kood;FFC96;Isoleeritud kodade vaheseina defekti muu sulgemine;Other closure of isolated atrial septal defect;;3;01.01.2003;;;1;;;;;;
3. tasand;FFD;Operatsioonid osalise atrio-ventrikulaarse vaheseina defekti korral;;;2;01.01.2003;;;1;;;;;;
kood;FFD00;Atrio-ventrikulaarse vaheseina defekti suturatsioon;Suture of atrio-ventricular septal defect;;3;01.01.2003;;;1;;;;;;
kood;FFD20;Atrio-ventrikulaarse vaheseina defekti sulgemine lapiga;Closure of atrio-ventricular septal defect using patch;;3;01.01.2003;;;1;;;;;;
kood;FFD96;Muu operatsioon osalise atrio-ventrikulaarse vaheseina defekti korral;Other operation for partial atrio-ventricular septal defect;;3;01.01.2003;;;1;;;;;;
3. tasand;FFE;Kodade vaheseina defekti rajamine või laiendamine;;;2;01.01.2003;;;1;;;;;;
kood;FFE00;Kodade septostoomia kehavälise vereringeta;Closed atrial septostomy;;3;01.01.2003;;;1;;;;;;
kood;FFE02;Perkutaanne transluminaalne kodade septostoomia;Percutaneous transluminal atrial septostomy;;3;01.01.2003;;;1;;;;;;
kood;FFE10;Kodade vaheseina defekti rajamine või laiendamine avatud südamel kehavälise vereringega;Creation or expansion of ASD in open heart surgery;;3;01.01.2003;;;1;;;;;;
kood;FFE96;Kodade vaheseina defekti muu rajamine või laiendamine;Other creation or expansion of atrial septal defect;;3;01.01.2003;;;1;;;;;;
3. tasand;FFF;Operatsioonid osaliselt anomaalselt suubuvate kopsuveenide korral;;;2;01.01.2003;;;1;;;;;;
kood;FFF00;Osaliselt anomaalselt suubuvate kopsuveenide transpositsioon kodadesisese lapiga;Transposition of partially anomalous pulmonary veins using intraatrial patch;;3;01.01.2003;;;1;;;;;;
kood;FFF10;ASD rajamine või laiendamine ja anomaalselt suubuvate kopsuveenide transpositsioon kodadesisese lapiga;Creation or expansion of ASD and transposition of partially anomalous pulmonary veins using intraatrial;;3;01.01.2003;;;1;;;;;;
kood;FFF20;Anastomoos anomaalselt suubuvate kopsuveenide ja vasaku koja vahel;Anastomosis to left atrium from partially anomalous pulmonary veins;;3;01.01.2003;;;1;;;;;;
kood;FFF96;Muu operatsioon osaliselt anomaalselt suubuvate kopsuveenide korral;Other operation for partially anomalous pulmonary veins;;3;01.01.2003;;;1;;;;;;
3. tasand;FFG;Totaalse anomaalse kopsuveeni drenaaži korrektsioon;;;2;01.01.2003;;;1;;;;;;
kood;FFG00;Suprakardiaalse TAPVD korrektsioon;Repair of supracardial TAPVD;;3;01.01.2003;;;1;;;;;;
kood;FFG10;Kardiaalset tüüpi TAPVD korrektsioon;Repair of cardial type TAPVD;;3;01.01.2003;;;1;;;;;;
